user_id,first_name,last_name,days_active,churn_flag
218,Clara,Hill,312,0
219,Lucy,Baker,154,0
220,Emma,Martin,125,0
221,Freya,Allen,347,0
222,Amelia,Robinson,117,0
223,Grace,Martin,152,0
224,Lily,Hall,120,0
225,Grace,Carter,264,0
226,Amelia,Taylor,201,1
227,Sofia,Johnson,88,0
228,Emily,Adams,51,1
229,Chloe,Martin,140,0
230,Scarlett,Mitchell,275,0
231,Ella,Allen,355,0
232,Aria,Taylor,65,1
233,Julia,Taylor,279,0
234,Ruby,Nelson,237,0
235,Lucy,Hill,364,0
236,Mia,Davis,293,0
237,Charlotte,Taylor,331,1
238,Ruby,Martin,274,0
239,Julia,Scott,142,0
240,Lily,Nelson,216,0
241,Clara,Johnson,258,0
242,Maya,Mitchell,166,0
243,Emma,Davis,109,0
244,Lucy,Martin,303,1
245,Charlotte,Nelson,289,0
246,Scarlett,Scott,32,0
247,Amelia,Walker,89,0
248,Mia,Davis,159,0
249,Lily-Rose,Taylor,64,0
250,Hannah,Robinson,318,0
251,Chloe,Clark,106,0
252,Hannah,Evans,111,0
253,Clara,Perez,178,1
254,Aurora,Robinson,268,0
255,Isabella,Wright,267,0
256,Maya,Allen,200,0
257,Scarlett,Clark,272,0
258,Maya,Allen,34,0
259,Lucy,Robinson,271,1
260,Sofia,Wilson,44,0
261,Chloe,Brown,221,0
262,Lily-Rose,Moore,343,0
263,Eva,Lee,342,0
264,Emma,King,36,0
265,Lily-Rose,Brown,6,0
266,Zoe,Taylor,39,1
267,Grace,Clark,177,0
268,Amelia,Hill,120,0
269,Emma,Johnson,19,1
270,Alice,Allen,37,1
271,Chloe,Walker,219,0
272,Aurora,Johnson,44,1
273,Lucy,Nelson,148,0
274,Isabella,Thomas,268,0
275,Eva,Wilson,312,0
276,Emily,Martin,181,1
277,Mia,Young,281,1
278,Mia,Hernandez,245,0
279,Chloe,Hall,258,0
280,Mia,Nelson,281,0
281,Clara,Hill,289,0
282,Zoe,Nelson,16,1
283,Lily-Rose,Moore,22,0
284,Lily-Rose,Robinson,124,1
285,Aurora,Nelson,316,0
286,Sofia,Mitchell,229,0
287,Sofia,Thomas,166,0
288,Chloe,Wright,70,0
289,Aria,Scott,129,0
290,Lucy,Davis,112,0
291,Leah,Hall,254,0
292,Emily,Wright,19,0
293,Chloe,Davis,28,0
294,Mia,King,96,0
295,Emma,Smith,140,0
296,Emma,King,361,1
297,Eva,Taylor,84,1
298,Maya,Robinson,325,0
299,Chloe,Martin,276,0
300,Lily-Rose,Wright,19,0
301,Grace,Hall,299,0
302,Charlotte,Thomas,127,1
303,Sofia,Taylor,268,0
304,Ella,Walker,268,1
305,Isabella,Young,312,1
306,Sophia,Nelson,265,0
307,Alice,Walker,327,0
308,Olivia,Young,37,1
309,Lily,Mitchell,128,0
310,Clara,Davis,317,0
311,Julia,Hernandez,112,0
312,Ava,Martin,364,1
313,Lucy,Lewis,32,1
314,Freya,Robinson,95,0
315,Mia,Smith,296,1
316,Lily,Nelson,1,1
317,Freya,Brown,259,0
318,Ella,Brown,349,0
319,Isabella,Nelson,156,0
320,Freya,Lewis,302,0
321,Alice,Adams,178,0
322,Sofia,Baker,363,0
323,Clara,Martin,348,0
324,Freya,Young,122,0
325,Ruby,Martin,175,0
326,Maya,Smith,252,0
327,Maya,Moore,276,0
328,Lily,Thomas,245,0
329,Sofia,Perez,138,0
330,Grace,Hill,26,0
331,Aria,Martin,354,0
332,Maya,Martin,336,0
333,Emily,Davis,222,0
334,Lucy,Baker,304,1
335,Emma,Walker,14,0
336,Leah,Perez,50,0
337,Lily-Rose,King,192,0
338,Lily-Rose,Walker,180,0
339,Ruby,Thomas,210,1
340,Freya,Thomas,7,0
341,Isabella,Martin,269,0
342,Maya,Moore,282,1
343,Aurora,Mitchell,25,0
344,Emma,Davis,52,0
345,Clara,Hill,210,0
346,Aria,Nelson,329,0
347,Lily,Moore,277,0
348,Hannah,Lewis,144,1
349,Sofia,Taylor,301,1
350,Alice,Brown,63,0
351,Grace,Martin,161,1
352,Hannah,Wright,107,0
353,Julia,Adams,212,0
354,Alice,Moore,19,1
355,Eva,Wright,188,0
356,Isabella,Taylor,283,0
357,Lily-Rose,Nelson,364,0
358,Isabella,Thomas,42,0
359,Charlotte,Taylor,316,1
360,Maya,Davis,210,0
361,Lily,Perez,99,0
362,Eva,Lewis,134,0
363,Amelia,Robinson,192,0
364,Leah,Clark,131,0
365,Olivia,Wright,341,0
366,Olivia,Hernandez,271,0
367,Amelia,Smith,48,0
368,Emma,Wright,255,1
369,Lily,Walker,329,0
370,Chloe,Allen,87,0
371,Eva,Young,162,0
372,Sofia,Baker,137,0
373,Maya,Young,80,0
374,Aurora,Allen,246,0
375,Ruby,Hall,349,1
376,Lucy,Wright,234,0
377,Ava,Smith,286,0
378,Aria,Nelson,349,1
379,Clara,Adams,276,0
380,Zoe,Johnson,311,0
381,Aurora,Carter,148,0
382,Mia,Martin,267,0
383,Sophia,Clark,138,1
384,Grace,Lee,104,1
385,Sophia,Wilson,332,1
386,Emma,Thomas,143,0
387,Isabella,Martin,122,1
388,Olivia,Young,39,0
389,Amelia,Lee,298,1
390,Freya,Carter,259,0
391,Maya,Scott,130,0
392,Freya,Evans,56,1
393,Charlotte,King,82,0
394,Aurora,Smith,320,0
395,Julia,Lee,59,0
396,Lucy,Hall,220,1
397,Grace,Allen,104,0
398,Sofia,Young,88,1
399,Emily,Young,279,0
400,Eva,King,242,0
401,Julia,Nelson,163,0
402,Ruby,Thomas,321,0
403,Grace,Adams,318,0
404,Mia,Thomas,69,0
405,Ava,Robinson,117,0
406,Olivia,Martin,5,0
407,Charlotte,Carter,354,0
408,Aria,Allen,140,1
409,Emily,Mitchell,197,0
410,Charlotte,Adams,139,0
411,Ava,Clark,12,0
412,Julia,Nelson,326,0
413,Ruby,Johnson,178,1
414,Lucy,Wright,314,0
415,Aria,Hall,228,0
416,Aria,Brown,80,0
417,Alice,Wright,72,0
418,Leah,Johnson,43,0
419,Lily-Rose,Thomas,137,1
420,Emma,Wilson,267,0
421,Lucy,Hall,328,0
422,Clara,Wright,178,0
423,Lucy,Johnson,151,0
424,Sofia,Smith,199,0
425,Lily,Young,355,0
426,Chloe,Wilson,26,0
427,Julia,Davis,129,0
428,Julia,Martin,90,0
429,Grace,Wright,59,1
430,Clara,Allen,320,0
431,Lily,Young,317,1
432,Ava,Brown,232,0
433,Chloe,Allen,313,1
434,Aurora,Young,300,0
435,Sofia,Baker,272,0
436,Isabella,Adams,273,0
437,Emily,Brown,69,0
438,Lily,Mitchell,217,0
439,Julia,Johnson,174,0
440,Lucy,Lewis,358,0
441,Julia,Hernandez,191,0
442,Hannah,Smith,262,1
443,Isabella,Lee,73,0
444,Hannah,Adams,147,0
445,Freya,Martin,232,0
446,Leah,Lewis,214,0
447,Olivia,Walker,262,1
448,Zoe,Hernandez,118,1
449,Olivia,Wright,174,0
450,Freya,Hall,353,1
451,Alice,Thomas,338,0
452,Eva,Hall,265,0
453,Mia,Hernandez,358,0
454,Julia,Allen,58,0
455,Ava,Carter,270,0
456,Lily-Rose,Baker,175,0
457,Aria,Hall,305,1
458,Maya,Carter,12,0
459,Grace,Evans,332,0
460,Maya,Taylor,31,0
461,Emily,Walker,159,0
462,Aurora,Martin,82,0
463,Amelia,Lee,298,0
464,Charlotte,Wilson,110,0
465,Zoe,Clark,193,0
466,Aurora,Carter,12,1
467,Ruby,Taylor,144,0
468,Eva,King,87,0
469,Chloe,Adams,81,0
470,Maya,Hall,16,0
471,Freya,Young,297,0
472,Charlotte,Brown,117,0
473,Charlotte,Wilson,21,1
474,Amelia,Allen,352,0
475,Leah,Smith,181,0
476,Alice,Taylor,32,0
477,Lily,Brown,331,1
478,Emma,Nelson,2,0
479,Alice,Evans,92,1
480,Aurora,Smith,358,1
481,Hannah,Wright,68,1
482,Emily,Perez,350,1
483,Ella,Wilson,57,1
484,Hannah,Hill,39,1
485,Hannah,Scott,309,0
486,Hannah,Mitchell,69,0
487,Aria,Moore,277,0
488,Ella,Baker,163,0
489,Lucy,Baker,55,1
490,Hannah,King,345,1
491,Grace,Robinson,315,1
492,Lily-Rose,Young,56,0
493,Zoe,Wilson,329,1
494,Olivia,Thomas,284,0
495,Chloe,Hernandez,351,0
496,Alice,Wilson,145,0
497,Grace,Moore,106,0
498,Ruby,Allen,123,0
499,Lily-Rose,Hall,285,0
500,Aria,Young,229,0
501,Charlotte,Lewis,352,0
502,Mia,Scott,186,0
503,Chloe,Evans,42,0
504,Aria,Adams,126,0
505,Ruby,Hernandez,58,0
506,Lily-Rose,Moore,245,0
507,Ava,Walker,100,0
508,Grace,Lewis,57,1
509,Sophia,Robinson,17,0
510,Sophia,Hernandez,290,0
511,Emily,Lee,12,0
512,Lucy,Wilson,124,0
513,Ella,Wilson,197,0
514,Chloe,Hall,128,0
515,Hannah,Hall,340,0
516,Scarlett,Carter,118,0
517,Aria,Young,308,0
518,Grace,Wilson,57,0
519,Amelia,Perez,35,0
520,Ruby,Hall,36,0
521,Maya,Brown,340,0
522,Charlotte,Evans,302,0
523,Julia,Nelson,214,0
524,Amelia,Wilson,26,0
525,Eva,Thomas,40,0
526,Alice,Evans,35,1
527,Grace,King,150,0
528,Amelia,Young,343,0
529,Hannah,Baker,141,0
530,Grace,Carter,349,0
531,Julia,Scott,342,1
532,Chloe,Scott,287,1
533,Lily,Clark,92,0
534,Charlotte,Hill,231,0
535,Sophia,Martin,153,1
536,Sofia,Adams,32,0
537,Emily,Thomas,298,1
538,Isabella,Davis,120,1
539,Clara,Smith,279,0
540,Amelia,Smith,98,0
541,Clara,Clark,340,0
542,Emily,Evans,364,0
543,Amelia,Robinson,175,0
544,Mia,Perez,56,1
545,Ava,Hill,46,0
546,Mia,Nelson,290,0
547,Lily,Walker,317,0
548,Grace,Moore,8,0
549,Isabella,Allen,230,0
550,Scarlett,Clark,113,0
551,Mia,Evans,103,1
552,Eva,Moore,334,0
553,Hannah,Nelson,287,0
554,Lily-Rose,Robinson,194,0
555,Sophia,Brown,60,0
556,Charlotte,Brown,215,1
557,Aria,Martin,162,0
558,Ella,Clark,75,1
559,Isabella,Brown,21,0
560,Scarlett,Young,254,0
561,Olivia,Carter,260,0
562,Scarlett,Hall,121,0
563,Emily,Hernandez,234,0
564,Hannah,Hill,322,0
565,Sophia,Walker,211,0
566,Maya,Smith,272,0
567,Lily-Rose,Carter,362,1
568,Isabella,Wilson,349,0
569,Emily,Johnson,201,0
570,Emma,Allen,350,1
571,Clara,Carter,24,0
572,Charlotte,Evans,265,0
573,Ava,Mitchell,102,1
574,Charlotte,Lewis,12,0
575,Isabella,Carter,101,1
576,Lily,Wilson,323,0
577,Olivia,Clark,278,0
578,Lucy,Hill,281,0
579,Ava,Nelson,233,0
580,Lucy,Lee,14,1
581,Eva,Adams,74,0
582,Aurora,Wilson,154,0
583,Lily-Rose,Carter,263,0
584,Emily,Hernandez,44,0
585,Emily,Johnson,34,0
586,Olivia,Hernandez,357,0
587,Alice,Lee,4,0
588,Julia,Wilson,151,0
589,Amelia,Evans,163,0
590,Scarlett,Hill,87,1
591,Ella,Walker,313,0
592,Hannah,Nelson,332,0
593,Maya,Scott,105,0
594,Emily,Hall,59,0
595,Emily,Davis,128,1
596,Maya,Clark,363,1
597,Freya,Wright,276,0
598,Eva,Lee,119,0
599,Freya,Carter,339,0
600,Aurora,Baker,100,0
601,Eva,Allen,72,0
602,Lily,Thomas,364,0
603,Julia,Walker,139,0
604,Hannah,Brown,332,1
605,Olivia,Taylor,219,0
606,Emma,Robinson,353,0
607,Lucy,Adams,102,0
608,Aurora,Mitchell,17,0
609,Julia,Mitchell,222,0
610,Zoe,Clark,99,0
611,Lily,Scott,197,1
612,Clara,Scott,244,0
613,Zoe,Baker,56,0
614,Isabella,Thomas,318,1
615,Mia,Hill,333,1
616,Sofia,Perez,305,1
617,Charlotte,Brown,149,0
618,Aurora,Walker,232,0
619,Lily-Rose,Perez,274,0
620,Lily,Walker,102,1
621,Olivia,Taylor,142,0
622,Alice,Hall,118,1
623,Aurora,Nelson,127,1
624,Ella,King,98,0
625,Freya,Adams,363,0
626,Aria,Robinson,256,0
627,Mia,Martin,148,0
628,Eva,Perez,3,0
629,Chloe,Evans,286,0
630,Charlotte,Wilson,264,0
631,Ruby,Lewis,365,0
632,Emily,Carter,23,0
633,Lily-Rose,Adams,351,0
634,Sophia,Lee,144,0
635,Clara,Wright,193,0
636,Grace,Walker,360,0
637,Emily,Hill,140,0
638,Leah,Smith,13,0
639,Mia,Moore,242,0
640,Emily,Thomas,295,0
641,Ava,Johnson,187,0
642,Leah,Young,261,0
643,Emily,Carter,110,0
644,Ella,Lewis,60,0
645,Maya,Wilson,66,0
646,Emily,Robinson,349,0
647,Emma,Johnson,332,0
648,Grace,Walker,180,0
649,Eva,Young,56,0
650,Sofia,Evans,104,0
651,Ava,Clark,124,0
652,Aurora,Wright,97,1
653,Mia,Evans,35,0
654,Olivia,Mitchell,273,1
655,Maya,Allen,164,0
656,Mia,Adams,49,1
657,Lucy,King,204,1
658,Lily,Johnson,120,0
659,Lily,Walker,160,0
660,Eva,Lee,265,0
661,Ava,Baker,1,1
662,Emma,Walker,35,0
663,Grace,Young,265,0
664,Eva,Davis,30,0
665,Charlotte,Hall,255,0
666,Amelia,Walker,362,0
667,Aurora,Martin,252,1
668,Ava,Wilson,303,0
669,Aurora,Young,206,0
670,Charlotte,Scott,153,0
671,Chloe,Perez,122,0
672,Mia,Johnson,309,1
673,Amelia,Evans,229,0
674,Alice,Lee,47,0
675,Clara,Baker,51,0
676,Hannah,Lewis,178,0
677,Scarlett,Clark,314,0
678,Grace,Perez,182,0
679,Scarlett,Brown,15,0
680,Alice,Lewis,182,0
681,Olivia,Clark,187,0
682,Ava,Davis,358,0
683,Mia,Wilson,154,1
684,Lily-Rose,Brown,128,0
685,Chloe,Lewis,13,0
686,Maya,Robinson,124,0
687,Sophia,Lee,171,0
688,Hannah,Walker,6,0
689,Amelia,Martin,282,0
690,Maya,Young,122,0
691,Sofia,Adams,28,0
692,Amelia,Taylor,99,0
693,Scarlett,Hernandez,172,0
694,Ella,Davis,230,0
695,Zoe,Moore,266,0
696,Emma,Johnson,41,0
697,Maya,Adams,172,0
698,Lily,Walker,46,1
699,Alice,Davis,145,0
700,Ava,Clark,87,0
701,Leah,Scott,78,1
702,Julia,Adams,94,1
703,Maya,King,211,0
704,Amelia,Davis,158,0
705,Eva,Johnson,98,0
706,Olivia,Baker,212,1
707,Sophia,Baker,25,0
708,Alice,Robinson,115,0
709,Hannah,Taylor,235,0
710,Amelia,Nelson,244,1
711,Zoe,Wright,318,0
712,Maya,Martin,52,0
713,Maya,Robinson,225,0
714,Charlotte,Carter,111,0
715,Lily,Carter,357,1
716,Charlotte,Walker,89,1
717,Mia,Robinson,226,1
718,Charlotte,Adams,42,0
719,Lily-Rose,Carter,143,1
720,Clara,Adams,105,0
721,Hannah,Lewis,363,0
722,Aurora,Evans,355,0
723,Grace,Taylor,316,0
724,Sofia,Carter,254,0
725,Ella,Wright,220,0
726,Leah,Hernandez,365,0
727,Ella,Walker,118,0
728,Lucy,Hall,179,0
729,Grace,Wright,122,1
730,Hannah,Mitchell,182,1
731,Freya,Adams,285,1
732,Lucy,Walker,128,0
733,Ava,Lee,179,0
734,Olivia,Perez,334,0
735,Lucy,Lewis,352,0
736,Lucy,Wright,288,0
737,Ava,Mitchell,3,0
738,Emma,Davis,308,0
739,Lily-Rose,Hall,171,0
740,Emma,Johnson,110,1
741,Ella,Carter,49,0
742,Olivia,Hernandez,24,0
743,Ruby,Wilson,154,0
744,Aurora,Carter,275,0
745,Clara,Lewis,350,0
746,Emma,Carter,313,1
747,Grace,Moore,63,1
748,Sofia,Hill,165,1
749,Leah,Davis,292,0
750,Alice,Wright,64,0
751,Freya,Thomas,148,0
752,Lily,Baker,64,1
753,Amelia,Thomas,312,0
754,Lily,Adams,282,0
755,Ella,Baker,169,0
756,Grace,Taylor,319,1
757,Lily,Evans,24,0
758,Julia,Adams,25,1
759,Scarlett,King,128,0
760,Emily,Allen,328,0
761,Ruby,Moore,139,0
762,Leah,Lee,105,0
763,Aria,Martin,27,0
764,Isabella,Mitchell,131,0
765,Sophia,Hall,307,1
766,Ella,Wright,188,1
767,Mia,Hill,180,0
768,Hannah,Adams,251,0
769,Ella,Scott,16,0
770,Freya,Johnson,123,0
771,Sofia,Thomas,322,1
772,Grace,Scott,210,0
773,Lily-Rose,Young,215,0
774,Maya,Allen,20,0
775,Zoe,Johnson,231,0
776,Maya,Mitchell,46,0
777,Clara,Davis,23,0
778,Alice,Baker,361,0
779,Grace,Adams,179,0
780,Julia,Moore,213,1
781,Mia,Carter,324,0
782,Grace,King,311,1
783,Amelia,Wright,250,1
784,Maya,Carter,350,0
785,Julia,Thomas,96,1
786,Maya,Scott,31,0
787,Julia,Martin,25,0
788,Grace,Hill,230,0
789,Hannah,Smith,330,0
790,Hannah,Smith,309,0
791,Leah,Clark,102,0
792,Sofia,Walker,147,0
793,Zoe,Carter,15,0
794,Leah,Clark,188,0
795,Julia,Lewis,130,0
796,Clara,Walker,161,1
797,Alice,Lewis,166,0
798,Freya,Lewis,257,0
799,Amelia,Davis,5,0
800,Aria,Martin,110,1
801,Emma,Nelson,290,1
802,Charlotte,Wilson,105,0
803,Grace,Evans,29,0
804,Isabella,Allen,181,0
805,Sophia,Robinson,253,1
806,Aurora,Lewis,128,0
807,Lucy,Young,30,0
808,Zoe,Lewis,61,0
809,Charlotte,Allen,143,0
810,Sofia,Hernandez,289,0
811,Zoe,Thomas,39,0
812,Isabella,Baker,342,0
813,Freya,Hall,227,0
814,Lucy,Carter,40,0
815,Eva,Johnson,149,0
816,Mia,Johnson,170,0
817,Freya,Scott,227,1
818,Sofia,Davis,321,0
819,Lily-Rose,Lee,37,1
820,Scarlett,Hill,41,0
821,Ruby,Nelson,343,0
822,Eva,Robinson,259,0
823,Freya,Moore,197,1
824,Aria,Smith,265,0
825,Hannah,King,227,0
826,Sophia,Lee,240,0
827,Eva,Hill,202,0
828,Emma,Hill,350,0
829,Scarlett,Hill,349,0
830,Hannah,Hall,243,0
831,Ava,King,315,0
832,Lily-Rose,Brown,106,1
833,Ava,Hill,280,0
834,Mia,Johnson,63,1
835,Chloe,Walker,137,0
836,Scarlett,Johnson,241,0
837,Aurora,Clark,206,0
838,Isabella,Hall,308,0
839,Zoe,Robinson,345,1
840,Isabella,Perez,295,0
841,Emily,Mitchell,197,0
842,Ella,Wright,126,1
843,Eva,Scott,184,0
844,Lucy,Scott,107,1
845,Maya,Thomas,184,0
846,Sophia,Hill,64,0
847,Leah,Scott,17,0
848,Aurora,Wright,288,0
849,Freya,Adams,115,1
850,Emily,Walker,292,1
851,Lucy,Mitchell,56,0
852,Alice,Wilson,155,1
853,Lily-Rose,Hernandez,148,1
854,Emma,Baker,306,0
855,Lily-Rose,Moore,40,0
856,Scarlett,Davis,293,0
857,Mia,Martin,34,0
858,Eva,Perez,187,0
859,Zoe,Robinson,246,0
860,Grace,Hill,326,0
861,Lily-Rose,Clark,133,0
862,Hannah,Mitchell,146,0
863,Eva,Wilson,282,0
864,Emma,Moore,61,0
865,Scarlett,Moore,240,0
866,Grace,Davis,141,0
867,Hannah,Walker,63,0
868,Lily,Perez,57,0
869,Clara,Lee,6,0
870,Mia,Nelson,253,0
871,Emily,Davis,81,0
872,Aria,Allen,64,0
873,Chloe,Davis,231,0
874,Hannah,Johnson,71,0
875,Eva,Carter,126,0
876,Eva,Johnson,2,0
877,Olivia,Brown,132,0
878,Lily-Rose,Davis,163,1
879,Ella,Wright,324,0
880,Aurora,Baker,93,1
881,Ella,Allen,160,0
882,Clara,Brown,173,1
883,Isabella,Moore,56,0
884,Grace,Nelson,189,0
885,Amelia,Taylor,300,0
886,Olivia,Wilson,346,0
887,Zoe,Perez,134,0
888,Amelia,Allen,202,0
889,Zoe,Smith,55,0
890,Scarlett,Lee,113,1
891,Lucy,Brown,116,0
892,Sophia,Taylor,198,0
893,Clara,Thomas,103,1
894,Julia,Hall,89,0
895,Sophia,Martin,11,0
896,Grace,Mitchell,321,0
897,Alice,Young,258,0
898,Clara,Wilson,61,1
899,Aria,Hall,289,0
900,Mia,Carter,25,0
901,Lily-Rose,Evans,27,0
902,Maya,Adams,239,0
903,Sophia,Clark,68,0
904,Lily,Robinson,363,0
905,Sophia,Martin,363,0
906,Sophia,Thomas,36,0
907,Clara,Lewis,221,1
908,Aurora,Martin,111,0
909,Aurora,Wilson,70,0
910,Isabella,Walker,233,0
911,Hannah,Davis,297,0
912,Aurora,Taylor,238,0
913,Charlotte,Walker,285,0
914,Emily,Wilson,17,0
915,Chloe,Taylor,297,0
916,Sophia,Young,111,0
917,Leah,Hernandez,58,0
918,Emily,Mitchell,84,0
919,Mia,Evans,64,1
920,Ella,Davis,337,0
921,Grace,Hill,181,0
922,Chloe,Lee,32,0
923,Maya,Allen,154,0
924,Emma,Perez,168,0
925,Clara,Allen,129,0
926,Aurora,Lewis,230,0
927,Ruby,Moore,319,0
928,Isabella,Carter,247,0
929,Chloe,Thomas,113,0
930,Sophia,Wright,284,0
931,Alice,Nelson,186,0
932,Olivia,Lewis,85,0
933,Aria,Hall,268,0
934,Julia,Walker,241,0
935,Alice,Martin,46,0
