user_id,first_name,last_name, date,time_in_app_minutes ,screens_viwed,features_used
123,Dylan,Walker,2/18/2023,59,35,4
124,Theodore,Evans,10/14/2024,79,47,2
125,Andrew,Lewis,9/27/2024,38,17,3
126,Dylan,Hall,8/26/2024,81,17,3
127,Adam,Carter,11/9/2023,75,17,2
128,Grace,Brown,4/7/2024,88,43,1
129,Isabella,Wilson,6/30/2023,33,14,3
130,Zachary,Smith,10/23/2023,11,9,3
131,Ryan,Evans,9/28/2024,115,24,4
132,Andrew,King,12/17/2024,111,44,5
133,Finn,Perez,7/15/2024,17,5,1
134,Theodore,Moore,8/6/2024,43,9,3
135,Chloe,Martin,11/28/2023,91,18,2
136,Joshua,Carter,9/8/2024,14,37,6
137,Isabella,Scott,6/24/2024,108,9,5
138,Eli,Baker,5/30/2023,11,35,4
139,Joshua,King,4/6/2023,45,29,3
140,Amelia,King,5/3/2023,1,43,2
141,Ella,Taylor,7/15/2024,73,8,2
142,Ava,Hernandez,11/14/2024,107,40,2
143,Chloe,Davis,12/30/2024,5,42,2
144,Eli,Martin,4/4/2023,11,24,5
145,Owen,Carter,7/4/2023,30,40,1
146,Luke,Hill,8/9/2024,89,50,2
147,Zachary,Mitchell,12/23/2023,79,35,6
148,Chloe,Baker,10/17/2023,42,40,4
149,Owen,Thomas,11/25/2024,48,28,4
150,Chloe,Johnson,3/9/2024,120,4,2
151,Sophia,Evans,10/14/2023,44,44,1
152,Theodore,Clark,9/20/2024,108,48,5
153,Joshua,Moore,2/12/2024,32,36,1
154,Emily,Clark,11/21/2023,95,32,5
155,Zachary,Wright,2/10/2024,50,6,1
156,Dylan,Martin,9/25/2023,47,48,1
157,Charles,Evans,11/28/2023,18,4,3
158,Joshua,Young,1/7/2024,43,15,5
159,Ryan,Lewis,9/6/2024,8,36,1
160,Emily,Taylor,9/28/2023,96,20,6
161,Olivia,Perez,11/27/2023,111,15,5
162,Charles,Johnson,2/19/2024,21,36,2
163,Adam,Wright,6/21/2024,111,10,4
164,Finn,Hernandez,10/4/2024,6,25,3
165,Mia,Hill,10/14/2023,79,8,6
166,Lily,Wright,5/26/2023,12,7,2
167,Sophia,Hernandez,2/9/2024,1,8,5
168,Joshua,Martin,4/27/2024,120,27,1
169,Michael,Robinson,10/28/2024,113,41,1
170,Eli,Wilson,6/2/2024,108,10,5
171,Theodore,Young,7/31/2024,84,33,6
172,Dylan,Nelson,2/7/2024,53,49,5
173,Lily,King,3/10/2024,46,12,5
174,Charles,Davis,7/14/2023,6,24,3
175,Zachary,Perez,2/8/2024,107,8,1
176,Chloe,Hall,3/8/2024,35,47,3
177,Eli,King,11/4/2024,69,21,5
178,Charles,Clark,2/18/2024,14,48,4
179,Emily,Robinson,10/11/2023,73,37,4
180,Owen,Wright,9/27/2024,54,10,1
181,Theodore,Adams,5/26/2023,6,9,1
182,Michael,Davis,12/9/2024,88,30,3
183,Andrew,King,2/28/2023,71,10,1
184,Zachary,Adams,4/23/2023,72,25,1
185,Joshua,Evans,4/22/2024,87,14,5
186,Amelia,Allen,5/27/2023,31,47,6
187,Grace,Wilson,4/1/2023,61,22,5
188,Thomas,Mitchell,10/21/2024,12,15,4
189,Lily,Perez,10/25/2023,18,43,6
190,Mia,Adams,3/28/2024,14,9,2
191,Charlotte,Wright,5/7/2024,7,24,2
192,Owen,Baker,6/11/2024,111,16,4
193,Charlotte,Mitchell,11/19/2024,104,37,6
194,Emily,Walker,3/8/2024,88,11,2
195,Dylan,Robinson,6/29/2024,109,30,6
196,Emma,Thomas,4/19/2023,106,9,2
197,Isabella,Adams,11/30/2024,70,20,5
198,Adam,Taylor,4/19/2024,109,5,3
199,Mia,Hill,7/31/2023,103,3,4
200,Michael,Carter,11/30/2023,75,10,5
201,Dylan,Mitchell,6/3/2023,94,25,2
202,Zoe,Hill,12/29/2024,53,6,6
203,Amelia,Hernandez,3/2/2024,24,6,5
204,Theodore,Adams,8/19/2023,43,24,6
205,Andrew,Nelson,3/22/2023,103,25,2
206,Finn,Moore,11/8/2023,83,2,3
207,Lily,Johnson,3/1/2023,62,2,4
208,Joshua,Walker,6/8/2023,99,5,2
209,Theodore,Hall,7/15/2023,112,40,5
210,Olivia,Robinson,8/7/2024,64,3,6
211,Emma,Martin,10/19/2023,40,48,4
212,Joshua,Wright,2/6/2023,95,31,5
213,Ava,Davis,5/25/2023,66,32,1
214,Theodore,Lewis,4/22/2023,29,14,2
215,Ryan,Lee,6/4/2024,43,3,6
216,Amelia,Allen,4/23/2024,48,48,2
217,Lily,Walker,5/15/2024,106,12,3
218,Eli,Lewis,9/11/2024,86,27,3
219,Charlotte,Clark,5/7/2023,6,31,3
220,Charlotte,Brown,9/21/2024,68,49,4
221,Olivia,Martin,1/29/2023,106,26,3
222,Michael,Walker,11/4/2023,118,23,6
223,Eli,Lee,8/8/2023,24,8,6
224,Olivia,Baker,10/2/2023,117,27,4
225,Adam,Davis,4/17/2024,46,1,5
226,Olivia,Robinson,11/24/2023,23,4,5
227,Emma,Wilson,2/7/2024,4,50,2
228,Amelia,Carter,8/8/2024,83,41,6
229,Finn,Wright,7/14/2024,75,35,3
230,Charlotte,Mitchell,7/20/2023,10,44,4
231,Luke,Carter,9/12/2023,42,4,2
232,Ella,Allen,8/10/2023,83,27,2
233,Harrison,Baker,11/30/2023,92,12,3
234,Ryan,Clark,12/29/2023,31,35,1
235,Theodore,Scott,11/11/2024,72,5,3
236,Mia,Wright,3/27/2024,79,32,4
237,Emily,King,10/11/2024,97,15,1
238,Zachary,Johnson,8/29/2024,12,34,4
239,Ryan,Adams,8/14/2023,88,26,3
240,Emily,Adams,4/22/2024,104,8,1
241,Andrew,Lee,4/12/2023,93,46,2
242,Eli,Wilson,11/20/2023,88,42,6
243,Amelia,Thomas,11/25/2023,93,1,3
244,Grace,Smith,12/3/2023,45,16,6
245,Ella,Hernandez,3/6/2024,98,20,4
246,Emma,Robinson,8/26/2024,90,10,3
247,Andrew,Thomas,3/21/2024,111,34,4
248,Zoe,Baker,4/30/2023,74,18,6
249,Ava,Thomas,8/8/2024,26,32,1
250,Charlotte,Lee,2/12/2023,6,32,1
251,Ella,Walker,9/2/2023,106,48,2
252,Joshua,Martin,9/12/2023,118,1,6
253,Charles,Lee,3/29/2024,105,24,1
254,Zoe,Taylor,4/19/2024,41,6,6
255,Sophia,Evans,7/19/2023,81,27,6
256,Olivia,Hall,11/26/2023,30,50,1
257,Ella,Baker,5/10/2024,101,6,2
258,Charles,Evans,5/16/2023,80,29,5
259,Ava,King,10/5/2023,8,14,4
260,Zoe,Lewis,12/10/2024,101,26,4
261,Finn,Wilson,8/16/2023,6,41,3
262,Emma,Clark,5/19/2024,32,9,5
263,Charlotte,Lewis,12/25/2023,120,17,2
264,Amelia,Wright,5/12/2024,107,34,3
265,Grace,Hall,2/3/2023,33,10,1
266,Andrew,Lee,12/3/2024,109,19,2
267,Charlotte,Wright,1/16/2024,22,48,5
268,Zachary,Carter,2/13/2024,115,40,5
269,Theodore,Scott,12/23/2023,28,50,6
270,Lily,Walker,3/20/2023,6,42,3
271,Emily,Davis,7/5/2024,114,14,4
272,Mia,Baker,10/17/2024,66,14,4
273,Andrew,Carter,11/3/2023,26,33,2
274,Emily,Young,6/1/2023,73,30,1
275,Ella,Evans,6/30/2024,17,41,3
276,Zoe,Perez,9/8/2024,58,1,2
277,Ava,Lee,9/26/2023,88,32,2
278,Finn,Martin,8/17/2023,27,37,1
279,Owen,Hernandez,11/12/2023,85,31,3
280,Dylan,Walker,5/24/2024,113,9,3
281,Ava,Lewis,6/11/2024,120,15,3
282,Adam,Hall,11/5/2024,19,48,4
283,Lily,Evans,9/16/2024,84,27,5
284,Andrew,Walker,10/30/2023,43,44,5
285,Ava,Davis,6/18/2024,53,12,6
286,Thomas,Lewis,8/6/2024,117,17,1
287,Luke,Hill,9/25/2024,81,17,6
288,Thomas,Hall,3/30/2023,38,37,1
289,Finn,Scott,9/9/2023,8,2,1
290,Mia,Adams,4/5/2023,86,40,2
291,Harrison,Scott,6/29/2024,0,2,6
292,Amelia,Nelson,11/8/2024,119,22,6
293,Michael,Brown,10/28/2024,94,38,4
294,Andrew,Moore,3/17/2023,16,37,1
295,Zachary,Mitchell,10/20/2023,60,21,6
296,Luke,Perez,10/24/2024,52,33,4
297,Ava,Wilson,7/8/2023,59,41,6
298,Emily,Lewis,12/19/2023,77,45,3
299,Lily,Clark,8/20/2023,84,6,2
300,Olivia,Clark,1/8/2023,66,25,3
301,Olivia,Hall,10/25/2023,89,46,4
302,Owen,Scott,1/3/2023,37,22,5
303,Amelia,Clark,10/16/2024,36,7,5
304,Emma,Adams,1/11/2024,44,11,3
305,Sophia,Scott,4/16/2024,2,37,1
306,Emily,King,10/15/2023,81,35,6
307,Ava,Robinson,3/16/2023,26,12,3
308,Dylan,Hill,8/16/2024,60,13,4
309,Ryan,Baker,5/1/2023,97,50,3
310,Luke,Perez,7/29/2023,101,10,6
311,Lily,Scott,5/1/2024,82,50,2
312,Thomas,Clark,2/2/2024,73,17,2
313,Lily,Robinson,5/7/2024,65,34,6
314,Emily,Hall,3/4/2024,21,29,1
315,Isabella,Adams,6/19/2023,71,36,4
316,Sophia,Walker,1/17/2024,17,10,6
317,Harrison,Taylor,9/13/2024,75,3,1
318,Thomas,Davis,4/29/2024,13,23,1
319,Eli,Clark,9/28/2024,13,16,4
320,Grace,Evans,12/11/2023,118,11,6
321,Emma,Allen,10/4/2023,9,15,5
322,Owen,Scott,8/24/2023,59,33,3
323,Chloe,Baker,10/19/2023,116,48,5
324,Owen,Carter,9/7/2023,59,39,3
325,Isabella,Perez,4/10/2024,78,5,4
326,Owen,Baker,4/23/2024,57,17,3
327,Zachary,Robinson,8/5/2024,89,15,3
328,Ella,Taylor,8/17/2024,118,50,5
329,Emma,Taylor,8/15/2024,42,15,3
330,Emma,Baker,6/15/2024,43,35,2
331,Mia,Young,8/25/2024,64,19,3
332,Ava,Brown,5/28/2024,86,36,4
333,Thomas,Hall,8/15/2023,15,35,2
334,Olivia,Evans,2/8/2024,57,24,4
335,Luke,Wilson,3/10/2024,116,27,5
336,Michael,Perez,4/11/2023,91,20,2
337,Adam,Clark,10/4/2024,106,47,5
338,Ella,Hill,11/30/2024,97,23,1
339,Isabella,Evans,12/29/2023,89,10,4
340,Amelia,Wilson,6/20/2024,110,10,2
341,Dylan,Lee,7/14/2024,11,37,6
342,Charlotte,Baker,7/8/2024,62,30,3
343,Charlotte,Young,9/16/2023,0,46,4
344,Isabella,Perez,2/13/2024,110,34,4
345,Charles,Lewis,2/21/2024,113,39,4
346,Michael,Perez,4/1/2023,0,45,1
347,Ryan,Robinson,3/21/2023,104,3,3
348,Ella,Allen,7/6/2023,3,37,1
349,Finn,Davis,5/21/2023,53,38,4
350,Dylan,Perez,3/26/2023,119,1,1
351,Joshua,Wilson,4/6/2024,65,19,6
352,Adam,Hernandez,3/27/2024,67,5,3
353,Zoe,Hill,11/28/2023,107,38,4
354,Michael,Wilson,6/7/2023,8,13,4
355,Joshua,Martin,1/12/2024,33,24,3
356,Chloe,Thomas,8/20/2024,8,1,3
357,Adam,Hill,11/19/2023,119,42,6
358,Ella,Brown,1/20/2023,43,26,4
359,Ava,Taylor,8/1/2024,13,18,6
360,Thomas,Evans,5/3/2024,72,31,5
361,Owen,Martin,5/7/2024,89,2,1
362,Emma,Baker,12/3/2023,86,24,6
363,Luke,Adams,3/19/2024,16,16,6
364,Emma,Nelson,2/13/2024,16,29,1
365,Dylan,Hill,12/20/2023,31,34,6
366,Dylan,Taylor,12/17/2023,5,37,4
367,Charlotte,Smith,7/7/2024,84,26,1
368,Finn,Davis,5/29/2023,7,3,4
369,Ava,Adams,8/31/2024,114,24,6
370,Ryan,Moore,8/30/2024,23,46,4
371,Andrew,Martin,10/31/2024,24,44,1
372,Amelia,Scott,10/9/2024,82,18,4
373,Sophia,Mitchell,10/23/2024,51,1,3
374,Adam,Walker,8/3/2023,107,40,2
375,Joshua,Thomas,2/24/2023,107,4,5
376,Grace,Smith,6/10/2024,102,19,2
377,Thomas,Perez,11/25/2023,93,24,3
378,Emily,Hall,5/5/2024,19,50,5
379,Ryan,Adams,10/23/2023,3,18,5
380,Olivia,Wright,7/18/2023,14,34,2
381,Andrew,Young,8/5/2024,50,1,5
382,Theodore,Hernandez,4/20/2023,54,18,6
383,Andrew,Baker,9/15/2023,48,7,5
384,Harrison,Walker,2/17/2023,52,46,4
385,Zachary,Wright,10/28/2024,89,35,5
386,Dylan,Brown,3/24/2024,9,23,1
387,Adam,Wright,4/27/2023,101,35,5
388,Emma,Lewis,4/25/2024,94,28,3
389,Thomas,Scott,3/1/2024,53,13,1
390,Olivia,Brown,7/25/2023,86,5,1
391,Finn,Wright,12/24/2023,115,32,5
392,Joshua,Mitchell,9/22/2023,26,9,1
393,Adam,Clark,4/3/2023,119,36,5
394,Sophia,Brown,7/29/2023,65,12,2
395,Chloe,Walker,1/28/2023,84,1,2
396,Ryan,Hall,7/21/2023,82,5,6
397,Eli,Hall,2/18/2024,29,45,5
398,Theodore,Evans,9/25/2024,91,45,1
399,Andrew,King,7/12/2023,86,36,5
400,Chloe,Lee,11/20/2024,76,45,3
401,Theodore,Mitchell,6/24/2023,76,37,5
402,Zachary,Wright,12/24/2023,71,8,3
403,Olivia,Taylor,11/12/2023,97,15,5
404,Lily,Evans,9/13/2024,88,45,5
405,Joshua,Moore,7/21/2023,92,31,1
406,Owen,Smith,12/18/2023,45,46,3
407,Zoe,Brown,5/7/2023,92,39,2
408,Mia,Young,11/11/2024,14,40,4
409,Luke,Evans,4/28/2023,33,48,2
410,Harrison,Davis,8/13/2024,88,50,2
411,Lily,Wright,5/29/2024,18,49,6
412,Thomas,Lee,1/8/2024,35,46,6
413,Ava,Scott,10/7/2024,34,33,1
414,Thomas,Evans,4/30/2023,118,5,2
415,Ella,Smith,4/2/2024,52,35,1
416,Charlotte,Allen,8/29/2023,95,18,1
417,Chloe,Wright,7/24/2024,55,5,5
418,Joshua,Baker,9/21/2024,59,32,4
419,Olivia,Lewis,12/16/2024,88,24,1
420,Amelia,Scott,10/3/2024,16,21,2
421,Harrison,Walker,7/14/2023,1,14,6
422,Mia,Scott,12/10/2024,8,16,1
423,Charlotte,Baker,9/10/2024,45,25,5
424,Ryan,Lee,8/22/2024,17,16,5
425,Joshua,King,2/20/2023,70,15,1
426,Zoe,Hernandez,4/28/2024,64,12,3
427,Emma,Lewis,8/23/2023,4,50,6
428,Dylan,Wilson,4/20/2023,43,18,5
429,Grace,Robinson,12/28/2023,86,49,6
430,Andrew,Perez,2/16/2023,11,43,3
431,Zoe,Wilson,4/3/2023,87,43,5
432,Owen,Scott,3/31/2024,29,33,3
433,Zoe,Hill,12/10/2023,74,13,4
434,Charlotte,Walker,7/10/2024,89,35,5
435,Chloe,Perez,1/5/2024,87,1,4
436,Ryan,Davis,4/21/2023,95,47,6
437,Michael,Evans,8/19/2024,118,32,1
438,Mia,Mitchell,4/30/2024,69,42,2
439,Finn,Hall,7/2/2023,79,5,2
440,Grace,Lewis,2/20/2023,41,29,2
441,Thomas,Perez,8/3/2023,81,29,3
442,Finn,Robinson,5/13/2023,87,49,1
443,Zachary,Lee,10/18/2024,46,20,5
444,Charles,Lee,4/23/2024,94,50,5
445,Lily,Martin,11/5/2023,4,20,6
446,Michael,Mitchell,12/27/2023,98,10,3
447,Olivia,Hall,6/26/2023,47,25,3
448,Charles,Moore,8/4/2024,78,29,2
449,Emily,Baker,1/2/2023,16,15,2
450,Theodore,Perez,8/4/2023,93,45,1
451,Grace,Robinson,4/26/2023,6,43,2
452,Zachary,Hernandez,12/23/2023,69,13,4
453,Charles,Scott,2/7/2024,46,38,3
454,Andrew,Nelson,12/15/2023,63,50,5
455,Grace,Thomas,7/27/2024,29,15,2
456,Thomas,Hill,5/24/2024,106,24,6
457,Harrison,Lewis,2/28/2024,11,21,3
458,Michael,Smith,4/19/2023,17,28,6
459,Chloe,Robinson,7/7/2024,98,23,1
460,Grace,King,5/10/2023,72,39,2
461,Eli,Wright,6/23/2024,66,21,6
462,Adam,Hall,9/6/2024,20,8,3
463,Ava,Hill,11/1/2024,31,13,3
464,Andrew,Mitchell,1/20/2023,89,13,3
465,Andrew,Lee,11/1/2023,13,42,5
466,Isabella,Baker,10/23/2024,19,11,6
467,Harrison,Walker,3/4/2024,63,13,4
468,Dylan,Hernandez,4/25/2023,50,14,6
469,Emily,Brown,6/30/2023,85,35,5
470,Charlotte,Evans,10/31/2024,110,8,6
471,Dylan,Nelson,10/5/2024,101,12,6
472,Michael,Robinson,7/30/2023,57,46,2
473,Grace,Taylor,9/27/2023,86,36,5
474,Ava,Scott,10/13/2023,70,42,2
475,Dylan,Walker,2/22/2023,86,8,1
476,Ella,Brown,9/3/2024,7,46,6
477,Olivia,Hall,12/23/2024,14,36,5
478,Andrew,Perez,6/1/2023,51,3,1
479,Zachary,Lee,6/12/2023,1,37,2
480,Joshua,Allen,9/2/2024,18,38,5
481,Andrew,Allen,11/16/2024,2,35,5
482,Charlotte,Martin,11/5/2024,26,14,5
483,Zoe,Scott,3/19/2024,6,38,2
484,Emma,Johnson,1/5/2023,13,34,4
485,Dylan,King,1/4/2024,56,20,3
486,Lily,Davis,3/22/2024,2,49,5
487,Isabella,Davis,1/29/2024,51,27,6
488,Lily,Nelson,8/1/2023,33,38,5
489,Lily,Young,6/14/2024,54,5,5
490,Owen,Allen,10/31/2024,89,29,3
491,Ava,Lewis,7/1/2023,107,38,4
492,Zachary,Robinson,9/26/2023,86,36,1
493,Mia,Robinson,7/4/2024,79,10,4
494,Zoe,Walker,8/20/2024,91,44,5
495,Zoe,Thomas,11/15/2023,33,40,1
496,Adam,Lewis,5/28/2023,111,48,3
497,Michael,Moore,3/15/2024,53,1,6
498,Lily,Smith,11/5/2024,7,26,5
499,Sophia,Lee,11/3/2024,116,4,6
500,Isabella,Young,6/16/2023,38,12,6
501,Finn,Hill,8/30/2024,71,15,5
502,Dylan,Scott,7/4/2023,60,11,5
503,Theodore,Hall,3/19/2024,82,14,4
504,Theodore,Robinson,2/23/2024,66,8,2
505,Andrew,King,7/16/2023,72,9,4
506,Andrew,Allen,3/27/2023,114,36,5
507,Mia,Smith,4/7/2024,10,41,1
508,Sophia,Carter,3/13/2024,117,19,3
509,Adam,Brown,9/15/2024,115,3,5
510,Zoe,Walker,4/7/2023,26,48,6
511,Finn,Clark,3/28/2023,20,36,6
512,Sophia,Baker,5/4/2023,5,6,2
513,Chloe,Adams,4/1/2023,81,46,4
514,Luke,Moore,10/6/2023,65,16,1
515,Thomas,Martin,11/10/2023,57,39,5
516,Harrison,Evans,6/17/2023,36,39,1
517,Harrison,Davis,3/15/2024,27,30,3
518,Eli,Hill,12/8/2023,106,49,4
519,Charles,Davis,7/10/2023,42,6,1
520,Theodore,Taylor,6/8/2024,95,8,1
521,Emily,Young,4/2/2024,43,27,5
522,Emma,Johnson,1/2/2024,1,50,3
523,Isabella,Thomas,2/14/2023,8,1,3
524,Thomas,Hill,9/7/2023,78,20,1
525,Charles,Hill,5/29/2024,20,28,5
526,Charles,Young,3/19/2023,73,35,6
527,Zachary,Wright,3/27/2024,117,46,6
528,Finn,Thomas,11/22/2023,84,45,3
529,Emma,Lee,2/16/2024,91,40,5
530,Adam,Allen,4/5/2023,75,34,2
531,Chloe,Lee,4/8/2024,111,46,4
532,Finn,Davis,3/20/2023,110,42,4
533,Lily,Allen,11/4/2023,80,15,5
534,Charles,Hernandez,3/27/2023,32,26,3
535,Zoe,Martin,5/2/2023,100,5,2
536,Olivia,Evans,1/30/2024,74,28,3
537,Isabella,Thomas,11/2/2024,119,30,4
538,Isabella,Martin,1/2/2024,89,20,3
539,Isabella,Adams,6/5/2024,73,19,5
540,Dylan,Baker,3/12/2023,6,15,3
541,Mia,Hall,8/19/2023,84,8,3
542,Ryan,Thomas,4/17/2023,55,36,3
543,Charles,Scott,2/6/2024,44,32,5
544,Charlotte,Allen,12/18/2023,60,46,2
545,Isabella,Wilson,7/1/2023,44,4,5
546,Dylan,Thomas,3/26/2023,87,1,6
547,Zachary,Perez,3/20/2024,18,20,3
548,Adam,King,7/6/2023,43,44,4
549,Grace,Wright,10/8/2023,86,35,5
550,Olivia,Johnson,1/14/2024,59,22,2
551,Sophia,Thomas,10/10/2024,87,44,3
552,Dylan,Lewis,9/16/2023,14,49,2
553,Charlotte,Robinson,7/3/2024,6,13,1
554,Eli,Allen,8/13/2024,80,45,4
555,Ava,Walker,9/8/2024,114,12,2
556,Mia,Hill,4/25/2023,115,43,5
557,Amelia,Lewis,11/8/2023,91,49,3
558,Ava,Scott,6/17/2023,3,3,6
559,Charlotte,Johnson,6/9/2024,98,3,1
560,Zachary,Brown,2/3/2024,57,41,6
561,Grace,Walker,12/6/2023,14,27,2
562,Zoe,Moore,12/3/2024,50,28,1
563,Emma,Allen,2/12/2023,80,20,5
564,Andrew,Brown,2/17/2024,12,11,6
565,Theodore,Scott,6/11/2024,11,45,2
566,Owen,Lewis,3/13/2023,42,16,3
567,Lily,Evans,12/7/2024,69,25,6
568,Dylan,Adams,12/20/2023,117,17,6
569,Sophia,Hill,6/19/2023,49,13,6
570,Charlotte,Allen,7/21/2024,49,5,5
571,Joshua,Scott,8/5/2024,21,39,4
572,Zachary,Hernandez,2/11/2024,21,25,3
573,Joshua,Johnson,8/7/2023,26,40,2
574,Joshua,Smith,6/2/2024,54,33,1
575,Harrison,Johnson,1/8/2023,49,28,1
576,Emma,Hernandez,7/28/2023,8,44,2
577,Ella,Hernandez,11/2/2023,90,16,3
578,Sophia,Hall,8/27/2024,14,39,3
579,Thomas,Wilson,12/4/2024,109,20,5
580,Amelia,Walker,7/3/2024,75,29,4
581,Grace,Wilson,9/18/2023,49,27,6
582,Ava,Lee,12/3/2024,47,43,5
583,Charles,Brown,6/25/2023,69,24,4
584,Adam,Johnson,12/29/2023,1,24,6
