user_id,first_name,last_name,notification_type,opened_flag,     clik_flag
307,Zoe,Taylor,Tip,0,0
308,Maya,Robinson,Tip,0,0
309,Sofia,Hall,Reminder,0,0
310,Lily,Brown,Tip,0,0
311,Julia,Wright,Offer,0,0
312,Lily-Rose,Smith,Reminder,0,0
313,Julia,Thomas,Reminder,1,0
314,Aria,Johnson,Tip,1,1
315,Freya,Evans,Challenge,0,0
316,Mia,Perez,Reminder,0,0
317,Eva,Martin,Challenge,0,0
318,Ella,Wilson,Offer,0,0
319,Mia,Moore,Offer,0,0
320,Hannah,Young,Offer,0,0
321,Olivia,Hall,Tip,0,0
322,Freya,Lee,Challenge,1,0
323,Lily,Wilson,Tip,0,0
324,Ella,Mitchell,Reminder,1,0
325,Alice,Lee,Offer,0,0
326,Chloe,Robinson,Offer,0,0
327,Ella,Young,Challenge,0,0
328,Eva,King,Tip,1,0
329,Lucy,Brown,Tip,0,0
330,Aria,Martin,Offer,1,0
331,Ava,Carter,Offer,0,0
332,Leah,Baker,Offer,1,1
333,Scarlett,Davis,Challenge,0,0
334,Aurora,Hernandez,Offer,1,0
335,Lily,Clark,Offer,0,0
336,Leah,Adams,Offer,0,0
337,Ruby,Lewis,Reminder,0,0
338,Lily-Rose,Davis,Reminder,0,0
339,Mia,Nelson,Reminder,1,0
340,Amelia,Lewis,Challenge,0,0
341,Amelia,Walker,Challenge,0,0
342,Lily,Scott,Reminder,0,0
343,Maya,Wilson,Challenge,0,0
344,Mia,Scott,Tip,0,0
345,Clara,Wright,Offer,0,0
346,Lily-Rose,Baker,Challenge,0,0
347,Olivia,Lewis,Challenge,1,0
348,Ella,Young,Challenge,0,0
349,Ella,Mitchell,Reminder,0,0
350,Ella,Nelson,Challenge,1,0
351,Ava,Smith,Tip,1,0
352,Freya,King,Reminder,0,0
353,Leah,Nelson,Reminder,1,0
354,Aria,Lewis,Tip,0,0
355,Zoe,Baker,Challenge,0,0
356,Clara,Smith,Reminder,0,0
357,Julia,Thomas,Challenge,0,0
358,Leah,King,Challenge,0,0
359,Sophia,Allen,Challenge,1,0
360,Chloe,Mitchell,Offer,1,0
361,Hannah,Perez,Offer,0,0
362,Ella,Robinson,Challenge,0,0
363,Chloe,Scott,Challenge,0,0
364,Ruby,Hernandez,Challenge,1,0
365,Scarlett,Brown,Offer,1,1
366,Lily-Rose,Adams,Reminder,0,0
367,Emily,King,Reminder,0,0
368,Amelia,Mitchell,Offer,0,0
369,Maya,King,Tip,1,1
370,Olivia,Brown,Reminder,0,0
371,Ava,Johnson,Offer,0,0
372,Lucy,Walker,Tip,0,0
373,Zoe,Brown,Reminder,1,0
374,Julia,Baker,Reminder,0,0
375,Isabella,Smith,Challenge,0,0
376,Aurora,Robinson,Reminder,0,0
377,Aurora,Lee,Challenge,0,0
378,Julia,Lewis,Reminder,1,0
379,Olivia,Moore,Challenge,1,0
380,Zoe,Carter,Challenge,0,0
381,Julia,Brown,Reminder,0,0
382,Emily,Allen,Reminder,0,0
383,Aria,Martin,Reminder,1,0
384,Ava,Allen,Challenge,0,0
385,Emma,Lewis,Offer,1,1
386,Ruby,Young,Challenge,0,0
387,Freya,Nelson,Offer,1,0
388,Sophia,Lewis,Tip,0,0
389,Emily,Walker,Challenge,1,0
390,Charlotte,Smith,Offer,1,0
391,Amelia,Walker,Challenge,0,0
392,Ava,Perez,Offer,0,0
393,Mia,Lee,Offer,0,0
394,Maya,Lee,Tip,0,0
395,Lily-Rose,Lewis,Offer,0,0
396,Leah,Clark,Offer,0,0
397,Freya,Wilson,Reminder,1,0
398,Julia,Clark,Challenge,0,0
399,Freya,Lewis,Reminder,0,0
400,Amelia,Allen,Offer,0,0
401,Isabella,Carter,Reminder,1,0
402,Julia,Allen,Reminder,1,0
403,Scarlett,Carter,Reminder,1,0
404,Julia,Baker,Tip,0,0
405,Julia,Lee,Offer,0,0
406,Zoe,Evans,Offer,0,0
407,Emily,Hernandez,Tip,1,0
408,Alice,Nelson,Challenge,0,0
409,Lucy,Lee,Challenge,0,0
410,Hannah,Evans,Challenge,0,0
411,Zoe,Hill,Challenge,0,0
412,Aurora,Baker,Reminder,0,0
413,Julia,Perez,Offer,0,0
414,Aria,Clark,Tip,1,0
415,Ava,Hill,Reminder,0,0
416,Charlotte,Walker,Offer,0,0
417,Lily-Rose,Hill,Tip,1,0
418,Leah,Hill,Tip,0,0
419,Lily-Rose,Davis,Offer,1,0
420,Chloe,Wilson,Offer,0,0
421,Ava,Brown,Offer,0,0
422,Aria,Young,Tip,0,0
423,Charlotte,Lewis,Offer,1,0
424,Freya,Hill,Reminder,1,1
425,Ella,Adams,Offer,0,0
426,Leah,Mitchell,Offer,0,0
427,Isabella,Brown,Tip,0,0
428,Leah,Hernandez,Reminder,0,0
429,Ava,Wilson,Tip,0,0
430,Hannah,Clark,Challenge,1,0
431,Charlotte,Thomas,Reminder,1,0
432,Grace,Smith,Challenge,0,0
433,Lucy,Taylor,Tip,0,0
434,Maya,Taylor,Challenge,0,0
435,Lucy,Robinson,Reminder,0,0
436,Scarlett,Evans,Offer,1,0
437,Ella,Wright,Offer,0,0
438,Ruby,Evans,Challenge,0,0
439,Eva,Moore,Offer,1,0
440,Sofia,Allen,Challenge,1,0
441,Clara,Baker,Challenge,0,0
442,Lily-Rose,Martin,Reminder,0,0
443,Sophia,Perez,Tip,0,0
444,Scarlett,Wilson,Challenge,0,0
445,Chloe,Davis,Tip,1,0
446,Amelia,Adams,Offer,0,0
447,Grace,Clark,Challenge,0,0
448,Grace,Johnson,Offer,0,0
449,Charlotte,Allen,Reminder,0,0
450,Maya,Johnson,Challenge,0,0
451,Scarlett,Mitchell,Offer,1,0
452,Clara,Smith,Reminder,0,0
453,Mia,Allen,Tip,0,0
454,Lucy,Hall,Tip,0,0
455,Chloe,Carter,Tip,1,0
456,Ruby,Allen,Challenge,0,0
457,Aria,Robinson,Challenge,0,0
458,Julia,Allen,Challenge,0,0
459,Julia,Moore,Tip,1,0
460,Julia,Perez,Tip,0,0
461,Ella,Adams,Offer,0,0
462,Ella,Scott,Reminder,1,0
463,Ella,King,Reminder,1,0
464,Leah,Wilson,Challenge,0,0
465,Leah,Davis,Reminder,0,0
466,Aurora,Hill,Challenge,0,0
467,Chloe,Taylor,Challenge,0,0
468,Lucy,Walker,Challenge,0,0
469,Leah,Baker,Reminder,1,0
470,Eva,Hernandez,Reminder,0,0
471,Mia,Wright,Tip,0,0
472,Clara,Allen,Reminder,0,0
473,Mia,Scott,Offer,1,0
474,Ella,Smith,Challenge,0,0
475,Ava,Davis,Challenge,1,0
476,Zoe,King,Offer,0,0
477,Ava,Brown,Tip,0,0
478,Lily-Rose,Mitchell,Reminder,1,1
479,Emily,Adams,Tip,0,0
480,Chloe,Walker,Offer,0,0
481,Sophia,Young,Reminder,0,0
482,Aria,Davis,Reminder,0,0
483,Lily,Wilson,Offer,1,0
484,Lucy,Young,Offer,1,0
485,Ava,Nelson,Tip,1,0
486,Lucy,Lewis,Offer,1,1
487,Eva,Robinson,Reminder,0,0
488,Lily,Davis,Tip,0,0
489,Hannah,Scott,Reminder,0,0
490,Leah,Robinson,Tip,1,0
491,Emily,King,Reminder,0,0
492,Emily,Hall,Challenge,0,0
493,Aurora,Baker,Tip,0,0
494,Charlotte,Baker,Reminder,0,0
495,Freya,Scott,Reminder,1,0
496,Aurora,King,Challenge,0,0
497,Sophia,Allen,Tip,1,0
498,Alice,Wilson,Offer,0,0
499,Eva,Clark,Challenge,0,0
500,Leah,Adams,Challenge,0,0
501,Ella,Davis,Reminder,0,0
502,Aurora,Walker,Reminder,0,0
503,Clara,Evans,Offer,1,0
504,Clara,Wilson,Offer,0,0
505,Lily-Rose,Wright,Tip,0,0
506,Scarlett,Hill,Challenge,0,0
507,Grace,King,Tip,0,0
508,Lucy,Johnson,Reminder,1,0
509,Amelia,Allen,Tip,0,0
510,Amelia,King,Offer,0,0
511,Charlotte,Walker,Tip,0,0
512,Alice,Young,Offer,0,0
513,Aria,Taylor,Offer,0,0
514,Alice,Evans,Tip,1,0
515,Leah,Mitchell,Reminder,0,0
516,Ruby,Moore,Challenge,0,0
517,Eva,Evans,Offer,0,0
518,Alice,Mitchell,Tip,0,0
519,Hannah,Brown,Reminder,0,0
520,Emma,Wilson,Reminder,1,0
521,Mia,Hernandez,Challenge,0,0
522,Clara,Brown,Challenge,0,0
523,Charlotte,Young,Reminder,0,0
524,Mia,Nelson,Tip,1,1
525,Scarlett,Davis,Challenge,1,0
526,Freya,Scott,Offer,1,0
527,Leah,Perez,Tip,0,0
528,Mia,Brown,Offer,0,0
529,Mia,Clark,Tip,0,0
530,Chloe,Mitchell,Reminder,1,0
531,Freya,Evans,Challenge,0,0
532,Grace,Lee,Tip,1,0
533,Lucy,Thomas,Tip,0,0
534,Freya,Young,Offer,1,0
535,Olivia,Smith,Offer,1,0
536,Aurora,Wilson,Reminder,0,0
537,Freya,Martin,Reminder,1,0
538,Freya,Martin,Tip,0,0
539,Charlotte,King,Offer,0,0
540,Sofia,Scott,Tip,0,0
541,Freya,Scott,Reminder,1,0
542,Ava,Walker,Challenge,0,0
543,Hannah,Lewis,Offer,0,0
544,Isabella,Martin,Tip,1,0
545,Grace,Moore,Reminder,0,0
546,Scarlett,Hill,Challenge,0,0
547,Ruby,Perez,Tip,0,0
548,Amelia,Young,Reminder,0,0
549,Sophia,Lee,Reminder,0,0
550,Lily-Rose,Wright,Reminder,1,0
551,Hannah,Davis,Challenge,0,0
552,Lucy,Brown,Challenge,0,0
553,Isabella,King,Reminder,1,1
554,Aria,Davis,Challenge,1,0
555,Alice,Moore,Offer,0,0
556,Eva,Taylor,Reminder,1,0
557,Lucy,Robinson,Challenge,0,0
558,Lily,Perez,Challenge,1,0
559,Leah,Scott,Reminder,0,0
560,Aria,Lee,Reminder,0,0
561,Leah,Clark,Challenge,1,0
562,Charlotte,Moore,Reminder,0,0
563,Emma,Wilson,Offer,0,0
564,Scarlett,Martin,Offer,1,0
565,Leah,Adams,Challenge,0,0
566,Scarlett,Scott,Reminder,0,0
567,Zoe,Allen,Challenge,0,0
568,Emily,Perez,Challenge,1,0
569,Aria,Allen,Reminder,0,0
570,Emily,Evans,Tip,0,0
571,Zoe,Young,Challenge,0,0
572,Mia,Robinson,Offer,1,0
573,Olivia,Evans,Tip,0,0
574,Mia,Carter,Reminder,0,0
575,Chloe,Baker,Reminder,1,0
576,Ava,Taylor,Tip,0,0
577,Sophia,Perez,Tip,0,0
578,Alice,Carter,Offer,0,0
579,Charlotte,Smith,Tip,1,0
580,Mia,Hernandez,Offer,0,0
581,Aria,Nelson,Tip,1,0
582,Lily-Rose,Robinson,Reminder,0,0
583,Julia,King,Reminder,0,0
584,Amelia,Hill,Offer,0,0
585,Lily,Smith,Challenge,1,0
586,Chloe,Lee,Challenge,1,0
587,Zoe,Davis,Tip,1,0
588,Sophia,Martin,Tip,0,0
589,Julia,Adams,Tip,1,0
590,Zoe,Lewis,Offer,1,0
591,Isabella,Robinson,Challenge,0,0
592,Freya,Scott,Tip,1,0
593,Scarlett,Martin,Offer,0,0
594,Emily,Adams,Tip,1,1
595,Maya,Johnson,Challenge,0,0
596,Julia,Perez,Tip,0,0
597,Ava,Hall,Reminder,0,0
598,Freya,Young,Reminder,0,0
599,Freya,Lewis,Reminder,0,0
600,Mia,Clark,Reminder,1,0
601,Isabella,Young,Reminder,0,0
602,Julia,Martin,Offer,0,0
603,Leah,Taylor,Reminder,1,0
604,Isabella,Evans,Tip,0,0
605,Emma,Clark,Reminder,0,0
606,Emily,Johnson,Reminder,0,0
607,Freya,Moore,Offer,1,0
608,Hannah,Moore,Offer,1,0
609,Aurora,Baker,Tip,1,0
610,Freya,Hill,Tip,0,0
611,Charlotte,Adams,Reminder,0,0
612,Julia,Johnson,Offer,0,0
613,Alice,Mitchell,Reminder,0,0
614,Zoe,Lewis,Reminder,1,0
615,Sophia,Young,Offer,0,0
616,Julia,Smith,Challenge,0,0
617,Hannah,Scott,Challenge,0,0
618,Ava,Mitchell,Tip,0,0
619,Scarlett,Evans,Tip,0,0
620,Isabella,Taylor,Offer,0,0
621,Hannah,Hill,Offer,0,0
622,Ella,Young,Tip,1,0
623,Ella,Clark,Reminder,0,0
624,Ava,Scott,Challenge,0,0
625,Chloe,Wright,Reminder,0,0
626,Ava,Young,Tip,0,0
627,Julia,Baker,Challenge,1,0
628,Aria,Moore,Tip,0,0
629,Zoe,Allen,Tip,0,0
630,Leah,Baker,Offer,0,0
631,Aria,Martin,Reminder,0,0
632,Chloe,Moore,Challenge,0,0
633,Aurora,Hernandez,Offer,0,0
634,Olivia,Adams,Reminder,0,0
635,Lily-Rose,Martin,Offer,0,0
636,Scarlett,Wright,Challenge,0,0
637,Alice,Smith,Offer,1,0
638,Mia,Lee,Challenge,0,0
639,Ava,Johnson,Reminder,1,0
640,Amelia,Allen,Reminder,0,0
641,Ava,Walker,Offer,0,0
642,Clara,Moore,Tip,0,0
643,Sophia,Hall,Tip,0,0
644,Aria,Carter,Offer,0,0
645,Sofia,Moore,Tip,0,0
646,Sophia,Nelson,Reminder,0,0
647,Ava,Robinson,Tip,0,0
648,Olivia,Baker,Offer,0,0
649,Emma,Robinson,Offer,1,0
650,Emily,Brown,Tip,1,0
651,Olivia,Mitchell,Reminder,1,0
652,Leah,Robinson,Reminder,0,0
653,Ella,Hernandez,Reminder,0,0
654,Aria,Mitchell,Offer,0,0
655,Maya,Hill,Challenge,0,0
656,Sofia,Martin,Challenge,0,0
657,Julia,Hill,Challenge,0,0
658,Ava,Wright,Challenge,0,0
659,Lucy,Adams,Offer,0,0
660,Alice,Lee,Tip,0,0
661,Mia,Smith,Tip,0,0
662,Leah,Davis,Tip,0,0
663,Freya,Moore,Tip,0,0
664,Charlotte,Hill,Challenge,0,0
665,Leah,Davis,Challenge,0,0
666,Emily,Moore,Offer,0,0
667,Alice,Davis,Tip,0,0
668,Charlotte,Walker,Reminder,0,0
669,Chloe,Thomas,Tip,0,0
670,Emma,Hill,Reminder,0,0
671,Aria,Wright,Challenge,0,0
672,Lucy,Johnson,Tip,0,0
673,Charlotte,Wilson,Tip,0,0
674,Lily,Davis,Challenge,0,0
675,Mia,Hill,Tip,0,0
676,Aurora,Wilson,Reminder,0,0
677,Mia,Martin,Offer,0,0
678,Lucy,Brown,Offer,0,0
679,Freya,Evans,Reminder,0,0
680,Leah,Moore,Tip,0,0
681,Mia,Evans,Offer,0,0
682,Freya,Hill,Challenge,0,0
683,Ava,Lewis,Offer,0,0
684,Emily,Carter,Offer,0,0
685,Emma,Nelson,Tip,1,0
686,Emily,Scott,Challenge,0,0
687,Lucy,Hernandez,Tip,0,0
688,Leah,Allen,Challenge,0,0
689,Hannah,Clark,Challenge,1,0
690,Chloe,Walker,Offer,0,0
691,Scarlett,King,Offer,0,0
692,Hannah,Hall,Reminder,1,0
693,Aurora,Wright,Offer,0,0
694,Amelia,Mitchell,Tip,0,0
695,Hannah,Martin,Tip,1,0
696,Ava,Hall,Reminder,1,0
697,Ruby,Walker,Offer,0,0
698,Lily,Martin,Tip,0,0
699,Ruby,Brown,Offer,1,0
700,Grace,Taylor,Reminder,1,0
701,Sophia,Young,Offer,1,1
702,Ava,Smith,Tip,0,0
703,Chloe,Baker,Tip,0,0
704,Leah,Robinson,Challenge,1,0
705,Eva,Lewis,Offer,0,0
706,Zoe,Johnson,Reminder,0,0
707,Mia,Thomas,Challenge,0,0
708,Olivia,Taylor,Tip,0,0
709,Emma,King,Challenge,0,0
710,Olivia,Walker,Offer,0,0
711,Aria,Robinson,Reminder,0,0
712,Lucy,Martin,Offer,0,0
713,Scarlett,Hall,Offer,0,0
714,Sophia,King,Reminder,1,1
715,Zoe,Walker,Challenge,1,0
716,Charlotte,Baker,Offer,1,0
717,Emma,Nelson,Challenge,0,0
718,Eva,Hill,Challenge,1,0
719,Emma,King,Reminder,0,0
