user_id,first_name,last _name ,country,gender,join_date , goal/lose/maintain_gainweight,2025-06
278,Charles,Johnson,Portugal,Male,6/25/2024,Maintain weight,2025-03
279,Lily,Clark,Portugal,Female,3/12/2025,Maintain weight,2023-03
280,Zoe,Walker,Portugal,Female,3/10/2023,Gain weight,2025-09
281,Adam,Baker,Germany,Male,9/7/2025,Maintain weight,2023-04
282,Grace,Wright,Italy,Female,4/7/2023,Gain weight,2025-10
283,Ella,Baker,Italy,Female,10/10/2025,Maintain weight,2024-07
284,Lily,Allen,Germany,Female,7/11/2024,Maintain weight,2023-03
285,Lily,Taylor,Germany,Female,3/20/2023,Gain weight,2024-02
286,Zachary,Martin,Italy,Male,2/10/2024,Maintain weight,2025-01
287,Adam,Nelson,Spain,Male,1/30/2025,Maintain weight,2025-03
288,Thomas,Taylor,Italy,Male,3/11/2025,Maintain weight,2024-02
289,Theodore,Moore,Spain,Male,2/4/2024,Gain weight,2024-06
290,Eli,Hernandez,Italy,Male,6/16/2024,Gain weight,2024-05
291,Zoe,Nelson,France,Female,5/12/2024,Gain weight,2024-09
292,Charles,Wilson,France,Male,9/19/2024,Maintain weight,2025-06
293,Charlotte,Wilson,Spain,Female,6/20/2025,Maintain weight,2025-09
294,Emma,Wright,Germany,Female,9/11/2025,Gain weight,2024-07
295,Theodore,Wright,Spain,Male,7/10/2024,Maintain weight,2024-04
296,Charlotte,Allen,Germany,Female,4/17/2024,Maintain weight,2025-07
297,Chloe,Young,Spain,Female,7/19/2025,Maintain weight,2023-09
298,Charlotte,Scott,France,Female,9/4/2023,Lose weight,2023-08
299,Michael,Lewis,Germany,Male,8/15/2023,Maintain weight,2023-09
300,Zoe,Brown,Germany,Female,9/2/2023,Maintain weight,2024-12
301,Theodore,Evans,Portugal,Male,12/21/2024,Maintain weight,2023-02
302,Charlotte,Wright,Spain,Female,2/27/2023,Maintain weight,2025-02
303,Theodore,Scott,Germany,Male,2/5/2025,Lose weight,2024-10
304,Grace,Lee,France,Female,10/18/2024,Maintain weight,2025-10
305,Theodore,Smith,Spain,Male,10/2/2025,Gain weight,2024-02
306,Sophia,Lee,Spain,Female,2/10/2024,Maintain weight,2025-03
307,Adam,Moore,Germany,Male,3/27/2025,Gain weight,2024-04
308,Adam,Lee,Spain,Male,4/23/2024,Maintain weight,2023-10
309,Chloe,Lee,Germany,Female,10/7/2023,Gain weight,2024-10
310,Zoe,Young,Spain,Female,10/1/2024,Maintain weight,2023-12
311,Adam,Clark,France,Male,12/11/2023,Maintain weight,2023-10
312,Charlotte,Scott,Portugal,Female,10/25/2023,Lose weight,2024-04
313,Chloe,Wright,Spain,Female,4/5/2024,Maintain weight,2023-12
314,Ava,Davis,Spain,Female,12/3/2023,Gain weight,2023-01
315,Nathaniel,Walker,Italy,Male,1/14/2023,Gain weight,2024-01
316,Sophia,Davis,Germany,Female,1/2/2024,Gain weight,2024-10
317,Charles,Walker,Italy,Male,10/27/2024,Maintain weight,2023-05
318,Luke,Young,Spain,Male,5/2/2023,Lose weight,2024-12
319,Emily,Evans,Spain,Female,12/18/2024,Lose weight,2023-02
320,Harrison,Robinson,Germany,Male,2/15/2023,Lose weight,2024-12
321,Eli,Moore,Portugal,Male,12/2/2024,Maintain weight,2023-04
322,Thomas,Walker,Portugal,Male,4/25/2023,Lose weight,2025-02
323,Harrison,Allen,Germany,Male,2/15/2025,Lose weight,2024-01
324,Grace,Hill,Germany,Female,1/5/2024,Gain weight,2024-05
325,Sophia,Moore,Portugal,Female,5/13/2024,Lose weight,2025-06
326,Olivia,Smith,Germany,Female,6/21/2025,Maintain weight,2024-12
327,Finn,Smith,Spain,Male,12/13/2024,Maintain weight,2023-04
328,Andrew,Hall,Spain,Male,4/14/2023,Maintain weight,2024-11
329,Amelia,Thomas,Italy,Female,11/2/2024,Gain weight,2023-06
330,Emma,Taylor,Germany,Female,6/25/2023,Lose weight,2025-04
331,Chloe,King,Spain,Female,4/25/2025,Maintain weight,2025-06
332,Andrew,Robinson,Portugal,Male,6/2/2025,Gain weight,2024-02
333,Eli,Carter,Italy,Male,2/13/2024,Gain weight,2023-07
334,Charles,Hernandez,Germany,Male,7/24/2023,Maintain weight,2024-01
335,Finn,Hill,Portugal,Male,1/10/2024,Lose weight,2023-09
336,Olivia,Taylor,Germany,Female,9/10/2023,Gain weight,2023-06
337,Charlotte,Davis,France,Female,6/30/2023,Lose weight,2024-10
338,Ava,Perez,Italy,Female,10/25/2024,Maintain weight,2024-09
339,Olivia,Mitchell,Spain,Female,9/10/2024,Lose weight,2023-09
340,Theodore,Nelson,Germany,Male,9/12/2023,Maintain weight,2023-09
341,Charles,Thomas,Portugal,Male,9/3/2023,Maintain weight,2023-08
342,Eli,Baker,France,Male,8/23/2023,Gain weight,2023-10
343,Ella,Nelson,Spain,Female,10/2/2023,Lose weight,2023-02
344,Zoe,Davis,Germany,Female,2/1/2023,Maintain weight,2024-06
345,Sophia,Johnson,Germany,Female,6/29/2024,Gain weight,2023-07
346,Eli,Nelson,Spain,Male,7/14/2023,Lose weight,2025-01
347,Andrew,Hernandez,Spain,Male,1/3/2025,Gain weight,2023-09
348,Luke,Hernandez,Germany,Male,9/13/2023,Maintain weight,2025-09
349,Lily,Perez,Spain,Female,9/6/2025,Gain weight,2023-07
350,Mia,Hill,Italy,Female,7/29/2023,Maintain weight,2024-11
351,Charlotte,Carter,Germany,Female,11/20/2024,Lose weight,2024-09
352,Harrison,Evans,France,Male,9/17/2024,Lose weight,2024-03
353,Nathaniel,Brown,Portugal,Male,3/3/2024,Lose weight,2024-08
354,Thomas,Perez,Italy,Male,8/15/2024,Gain weight,2024-03
355,Zoe,Evans,Spain,Female,3/26/2024,Maintain weight,2025-10
356,Grace,Young,Italy,Female,10/6/2025,Maintain weight,2024-07
357,Charles,Johnson,Spain,Male,7/30/2024,Gain weight,2025-09
358,Michael,Thomas,France,Male,9/20/2025,Lose weight,2025-07
359,Amelia,Scott,Italy,Female,7/17/2025,Maintain weight,2024-02
360,Nathaniel,Robinson,Italy,Male,2/27/2024,Gain weight,2023-12
361,Emily,King,Spain,Female,12/11/2023,Gain weight,2023-11
362,Amelia,Allen,Germany,Female,11/10/2023,Maintain weight,2024-06
363,Theodore,Mitchell,Germany,Male,6/8/2024,Gain weight,2024-03
364,Harrison,Young,Germany,Male,3/10/2024,Maintain weight,2025-01
365,Chloe,Smith,France,Female,1/5/2025,Gain weight,2025-04
366,Mia,Lee,Portugal,Female,4/29/2025,Lose weight,2024-04
367,Andrew,Young,Portugal,Male,4/1/2024,Lose weight,2024-07
368,Michael,Hill,France,Male,7/15/2024,Maintain weight,2023-02
369,Emily,Scott,Portugal,Female,2/25/2023,Lose weight,2023-03
370,Thomas,Taylor,Spain,Male,3/15/2023,Lose weight,2023-11
371,Emma,Smith,France,Female,11/20/2023,Maintain weight,2024-04
372,Charles,Hall,Portugal,Male,4/8/2024,Lose weight,2023-03
373,Luke,Smith,Italy,Male,3/20/2023,Lose weight,2024-04
374,Joshua,King,France,Male,4/10/2024,Lose weight,2024-03
375,Emma,Young,Italy,Female,3/28/2024,Lose weight,2025-07
376,Emma,Hill,Spain,Female,7/29/2025,Gain weight,2024-11
377,Ella,Davis,Spain,Female,11/4/2024,Gain weight,2024-10
378,Amelia,Walker,Germany,Female,10/20/2024,Maintain weight,2025-12
379,Olivia,Taylor,Portugal,Female,12/23/2025,Maintain weight,2024-09
380,Grace,Davis,Italy,Female,9/15/2024,Maintain weight,2025-12
381,Ella,Brown,Portugal,Female,12/23/2025,Maintain weight,2024-10
382,Mia,Carter,Spain,Female,10/28/2024,Lose weight,2023-11
383,Zoe,Brown,Portugal,Female,11/16/2023,Lose weight,2023-10
384,Nathaniel,Taylor,Portugal,Male,10/4/2023,Lose weight,2024-09
